CUSTID,REGION
16594,West
16595,East
16596,South
16597,North
16598,North
16599,North
16600,West
16601,East
16602,East
16603,South
16604,East
16605,North
16606,North
16607,West
16608,West
16609,South
16610,West
16611,West
16612,East
16613,South
16614,West
16615,North
16616,South
16617,West
16618,South
16619,South
16620,East
16621,North
16622,South
16623,West
16624,West
16625,West
16626,North
16627,West
16628,East
16629,North
16630,West
16631,East
16632,North
16633,East
16634,West
16635,East
16636,East
16637,South
16638,East
16639,West
16640,East
16641,South
16642,North
16643,North
16644,West
16645,East
16646,North
16647,South
16648,South
16649,South
16650,North
16651,East
16652,East
16653,East
16654,West
16655,West
16656,East
16657,East
16658,North
16659,East
16660,West
16661,South
16662,West
16663,East
16664,East
16665,South
16666,East
16667,West
16668,North
16669,South
16670,South
16671,South
16672,South
16673,West
16674,North
16675,West
16676,East
16677,North
16678,South
16679,East
16680,North
16681,South
16682,South
16683,South
16684,East
16685,North
16686,South
16687,East
16688,North
16689,South
16690,East
16691,North
16692,North
16693,East
16694,West
16695,West
16696,West
16697,East
16698,East
16699,West
16700,West
16701,West
16702,North
16703,West
16704,East
16705,South
16706,North
16707,North
16708,South
16709,North
16710,North
16711,North
16712,West
16713,North
16714,North
16715,East
16716,West
16717,East
16718,North
16719,West
16720,East
16721,West
16722,East
16723,South
16724,South
16725,West
16726,East
16727,West
16728,South
16729,East
16730,East
16731,East
16732,West
16733,North
16734,East
16735,South
16736,East
16737,East
16738,North
16739,North
16740,South
16741,West
16742,West
16743,North
16744,North
16745,South
16746,South
16747,North
16748,East
16749,East
16750,North
16751,East
16752,North
16753,North
16754,West
16755,East
16756,East
16757,West
16758,East
16759,East
16760,North
16761,South
16762,East
16763,North
16764,East
16765,East
16766,North
16767,North
16768,West
16769,North
16770,West
16771,West
16772,West
16773,East
16774,North
16775,North
16776,South
16777,East
16778,East
16779,West
16780,West
16781,South
16782,South
16783,South
16784,South
16785,South
16786,East
16787,North
16788,West
16789,South
16790,West
16791,North
16792,East
16793,South
16794,South
16795,West
16796,South
16797,South
16798,West
16799,West
16800,West
16801,North
16802,South
16803,East
16804,East
16805,South
16806,West
16807,North
16808,East
16809,East
16810,West
16811,South
16812,East
16813,South
16814,East
16815,South
16816,South
16817,East
16818,North
16819,West
16820,West
16821,West
16822,North
16823,South
16824,West
16825,West
16826,West
16827,East
16828,South
16829,West
16830,North
16831,South
16832,North
16833,South
16834,West
16835,North
16836,North
16837,South
16838,North
16839,North
16840,North
16841,East
16842,West
16843,West
16844,East
16845,East
16846,East
16847,East
16848,South
16849,South
16850,East
16851,East
16852,North
16853,West
16854,East
16855,South
16856,West
16857,South
16858,North
16859,North
16860,North
16861,West
16862,East
16863,North
16864,South
16865,North
16866,East
16867,North
16868,West
16869,North
16870,East
16871,North
16872,West
16873,South
16874,West
16875,South
16876,East
16877,South
16878,North
16879,West
16880,North
16881,West
16882,East
16883,West
16884,South
16885,East
16886,West
16887,South
16888,East
16889,West
16890,West
16891,North
16892,North
16893,South
16894,East
16895,West
16896,West
16897,North
16898,North
16899,West
16900,East
16901,North
16902,East
16903,South
16904,East
16905,North
16906,East
16907,South
16908,East
16909,South
16910,South
16911,West
16912,East
16913,North
16914,South
16915,West
16916,South
16917,North
16918,South
16919,South
16920,West
16921,South
16922,West
16923,East
16924,South
16925,North
16926,North
16927,West
16928,East
16929,East
16930,North
16931,West
16932,West
16933,East
16934,South
16935,West
16936,South
16937,North
16938,South
16939,North
16940,East
16941,North
16942,East
16943,North
16944,West
16945,East
16946,North
16947,North
16948,South
16949,East
16950,North
16951,West
16952,East
16953,West
16954,East
16955,South
16956,North
16957,South
16958,West
16959,West
16960,West
16961,North
16962,North
16963,South
16964,North
16965,North
16966,South
16967,West
16968,East
16969,North
16970,West
16971,South
16972,West
16973,West
16974,South
16975,North
16976,North
16977,South
16978,North
16979,South
16980,West
16981,East
16982,East
16983,West
16984,West
16985,West
16986,East
16987,South
16988,East
16989,East
16990,South
16991,South
16992,West
16993,East
16994,South
16995,East
16996,West
16997,South
16998,North
16999,West
17000,North
17001,North
17002,South
17003,South
17004,North
17005,West
17006,East
17007,West
17008,East
17009,North
17010,North
17011,North
17012,North
17013,West
17014,East
17015,East
17016,South
17017,North
17018,North
17019,East
17020,South
17021,West
17022,South
17023,North
17024,East
17025,North
17026,South
17027,West
17028,West
17029,South
17030,North
17031,South
17032,West
17033,East
17034,West
17035,West
17036,West
17037,East
17038,North
17039,East
17040,East
17041,West
17042,East
17043,West
17044,West
17045,East
17046,South
17047,North
17048,West
17049,South
17050,South
17051,North
17052,South
17053,East
17054,South
17055,West
17056,South
17057,North
17058,East
17059,East
17060,West
17061,West
17062,South
17063,South
17064,East
17065,East
17066,North
17067,North
17068,East
17069,East
17070,South
17071,South
17072,South
17073,West
17074,West
17075,East
17076,South
17077,East
17078,North
17079,North
17080,West
17081,North
17082,West
17083,West
17084,East
17085,West
17086,West
17087,West
17088,West
17089,North
17090,East
17091,West
17092,South
17093,North
17094,East
17095,East
17096,North
17097,North
17098,South
17099,West
17100,East
17101,South
17102,North
17103,North
17104,North
17105,East
17106,South
17107,South
17108,North
17109,North
17110,South
17111,East
17112,East
17113,East
17114,East
17115,West
17116,North
17117,South
17118,North
17119,North
17120,North
17121,North
17122,East
17123,North
17124,East
17125,North
17126,West
17127,East
17128,North
17129,West
17130,East
17131,West
17132,North
17133,East
17134,West
17135,South
17136,West
17137,South
17138,North
17139,South
17140,West
17141,West
17142,West
17143,North
17144,North
17145,East
17146,South
17147,South
17148,North
17149,West
17150,West
17151,East
17152,South
17153,North
17154,North
17155,North
17156,West
17157,North
17158,West
17159,East
17160,North
17161,North
17162,South
17163,South
17164,East
17165,East
17166,East
17167,East
17168,North
17169,West
17170,West
17171,South
17172,North
17173,East
17174,North
17175,East
17176,South
17177,East
17178,North
17179,West
17180,East
17181,North
17182,West
17183,North
17184,South
17185,North
17186,East
17187,East
17188,South
17189,West
17190,South
17191,East
17192,East
17193,South
17194,South
17195,East
17196,South
17197,East
17198,North
17199,North
17200,West
17201,North
17202,West
17203,North
17204,North
17205,South
17206,South
17207,South
17208,South
17209,East
17210,South
17211,West
17212,East
17213,West
17214,East
17215,East
17216,North
17217,North
17218,North
17219,West
17220,East
17221,South
17222,North
17223,North
17224,South
17225,West
17226,East
17227,East
17228,North
17229,East
17230,East
17231,South
17232,East
17233,South
17234,East
17235,North
17236,South
17237,North
17238,South
17239,North
17240,East
17241,South
17242,North
17243,West
17244,North
17245,South
17246,West
17247,East
17248,South
17249,South
17250,North
17251,North
17252,South
17253,West
17254,North
17255,East
17256,West
17257,West
17258,South
17259,South
17260,North
17261,East
17262,East
17263,South
17264,South
17265,West
17266,East
17267,West
17268,North
17269,North
17270,East
17271,South
17272,South
17273,East
17274,East
17275,South
17276,North
17277,South
17278,North
17279,West
17280,West
17281,North
17282,West
17283,North
17284,North
17285,West
17286,North
17287,South
17288,West
17289,North
17290,East
17291,West
17292,North
17293,South
17294,North
17295,East
17296,North
17297,South
17298,North
17299,North
17300,West
17301,North
17302,North
17303,South
17304,East
17305,South
17306,West
17307,South
17308,West
17309,West
17310,West
17311,South
17312,South
17313,East
17314,East
17315,West
17316,East
17317,West
17318,West
17319,South
17320,West
17321,North
17322,East
17323,East
17324,South
17325,South
17326,North
17327,South
17328,North
17329,South
17330,South
17331,East
17332,East
17333,North
17334,North
17335,South
17336,East
17337,South
17338,West
17339,East
17340,South
17341,South
17342,West
17343,West
17344,North
17345,North
17346,South
17347,North
17348,South
17349,North
17350,South
17351,South
17352,West
17353,North
17354,East
17355,South
17356,North
17357,West
17358,North
17359,North
17360,East
17361,East
17362,East
17363,North
17364,South
17365,East
17366,West
17367,South
17368,South
17369,West
17370,East
17371,North
17372,East
17373,North
17374,West
17375,North
17376,East
17377,East
17378,North
17379,South
17380,North
17381,West
17382,North
17383,South
17384,North
17385,West
17386,East
17387,South
17388,North
17389,North
17390,South
17391,East
17392,South
17393,East
17394,West
